Lead_ID,Customer_Name,Industry,Country,Lead_Source,Budget,Company_Size,Salesperson,Status,Revenue,Meetings,Emails,Website_Visits,Last_Contact,Created_Date,Converted,Churned
L103568,Customer_03568,Telecom,United States,Social Media,10450.34,11-50,David Wilson,Contacted,0.0,5,39,37,2026-03-30,2026-03-29,0,0
L103569,Customer_03569,Healthcare,Japan,Trade Show,9716.87,51-200,Frank Miller,New,0.0,9,45,88,2026-07-04,2026-02-04,0,0
L103570,Customer_03570,Telecom,United Arab Emirates,Website,11932.2,11-50,Carol Davis,New,0.0,6,6,63,2026-01-13,2025-09-18,0,0
L103571,Customer_03571,Energy,United Kingdom,Social Media,22915.2,1-10,Alice Johnson,Qualified,0.0,10,31,81,2026-12-19,2026-06-29,0,0
L103572,Customer_03572,Real Estate,United Arab Emirates,Website,3815.95,201-500,Alice Johnson,Qualified,0.0,11,16,22,2025-11-09,2025-09-17,0,0
L103573,Customer_03573,Retail,United Arab Emirates,Email Campaign,5195.77,1000+,Frank Miller,Contacted,4749.03,5,38,95,2026-01-29,2025-09-20,1,1
L103574,Customer_03574,Hospitality,United Arab Emirates,Trade Show,8289.78,1-10,Frank Miller,Negotiation,0.0,12,19,42,2026-12-04,2026-07-19,0,0
L103575,Customer_03575,Real Estate,Germany,Trade Show,14883.99,201-500,Carol Davis,Qualified,0.0,0,0,87,2025-08-16,2025-08-11,0,0
L103576,Customer_03576,Real Estate,Australia,Trade Show,23920.42,1000+,Alice Johnson,New,0.0,12,42,37,2025-08-07,2025-03-24,0,0
L103577,Customer_03577,Energy,United Arab Emirates,Partner,41853.32,51-200,Grace Lee,Contacted,29854.01,15,38,89,2025-05-05,2024-12-28,1,0
L103578,Customer_03578,Energy,United Arab Emirates,Referral,10933.12,11-50,Bob Smith,New,0.0,1,16,67,2026-01-29,2025-10-11,0,0
L103579,Customer_03579,Technology,India,Partner,23892.9,1-10,Bob Smith,New,18053.01,14,41,22,2025-10-13,2025-07-04,1,0
L103580,Customer_03580,Energy,United Kingdom,Cold Call,21962.98,1000+,David Wilson,Contacted,0.0,14,20,14,2026-10-15,2026-05-24,0,0
L103581,Customer_03581,Telecom,United States,Cold Call,19519.48,51-200,Frank Miller,Negotiation,0.0,19,20,15,2025-12-12,2025-11-24,0,0
L103582,Customer_03582,Healthcare,Germany,Partner,13134.57,1-10,Henry Chen,Negotiation,0.0,16,14,37,2025-06-01,2025-03-23,0,0
L103583,Customer_03583,Retail,United States,Cold Call,10100.37,1000+,Frank Miller,Won,0.0,0,24,4,2025-10-03,2025-08-16,0,0
L103584,Customer_03584,Telecom,United Kingdom,Website,6337.38,501-1000,Henry Chen,Won,0.0,1,49,54,2025-01-22,2024-08-23,0,0
L103585,Customer_03585,Healthcare,United States,Trade Show,6050.43,501-1000,Frank Miller,Proposal Sent,0.0,2,2,65,2025-01-15,2024-12-16,0,0
L103586,Customer_03586,Manufacturing,Brazil,Trade Show,17033.84,1-10,Grace Lee,Contacted,0.0,11,29,74,2024-10-06,2024-09-26,0,0
L103587,Customer_03587,Real Estate,Australia,Social Media,12860.35,1-10,Bob Smith,New,0.0,14,8,93,2026-01-16,2025-08-03,0,0
L103588,Customer_03588,Real Estate,Australia,Referral,9988.05,11-50,Alice Johnson,Negotiation,0.0,13,6,80,2026-08-05,2026-05-26,0,0
L103589,Customer_03589,Hospitality,Japan,Trade Show,21276.66,1-10,Frank Miller,Contacted,0.0,6,2,99,2025-10-31,2025-06-10,0,0
L103590,Customer_03590,Finance,Canada,Referral,11610.41,201-500,Henry Chen,Contacted,0.0,4,13,60,2024-10-09,2024-08-29,0,0
L103591,Customer_03591,Healthcare,Canada,Social Media,7049.94,51-200,Frank Miller,Lost,0.0,1,36,85,2026-07-20,2026-03-16,0,0
L103592,Customer_03592,Hospitality,Germany,Social Media,11086.14,501-1000,Carol Davis,New,0.0,7,36,77,2025-01-31,2024-08-18,0,0
L103593,Customer_03593,Education,Canada,Partner,23728.71,1-10,David Wilson,New,0.0,6,39,83,2026-11-29,2026-07-15,0,0
L103594,Customer_03594,Healthcare,United Kingdom,Paid Ads,6525.94,501-1000,Alice Johnson,Lost,0.0,6,7,41,2025-06-20,2025-04-28,0,0
L103595,Customer_03595,Healthcare,Australia,Referral,15467.46,1000+,Carol Davis,Contacted,0.0,1,5,51,2024-12-27,2024-09-10,0,0
L103596,Customer_03596,Retail,United Arab Emirates,Website,12851.32,1-10,Frank Miller,Qualified,0.0,5,49,91,2026-07-15,2026-02-16,0,0
L103597,Customer_03597,Education,Australia,Social Media,7843.44,201-500,Bob Smith,New,0.0,16,46,45,2026-06-08,2026-01-06,0,0
L103598,Customer_03598,Healthcare,Germany,Paid Ads,10879.69,201-500,David Wilson,Qualified,0.0,4,35,60,2025-01-30,2024-12-08,0,0
L103599,Customer_03599,Real Estate,India,Referral,4446.27,1-10,Carol Davis,Lost,0.0,17,41,64,2025-12-20,2025-11-09,0,0
L103600,Customer_03600,Manufacturing,Japan,Email Campaign,14425.43,11-50,David Wilson,Negotiation,0.0,1,40,18,2025-06-15,2025-03-29,0,0
L103601,Customer_03601,Real Estate,Canada,Email Campaign,5139.38,501-1000,Grace Lee,Qualified,0.0,12,28,2,2026-06-12,2026-04-28,0,0
L103602,Customer_03602,Finance,Germany,Cold Call,28302.52,1000+,Henry Chen,Contacted,0.0,2,23,69,2025-07-24,2025-03-17,0,0
L103603,Customer_03603,Real Estate,Brazil,Trade Show,12526.72,51-200,David Wilson,Qualified,16027.88,7,48,79,2025-10-25,2025-07-11,1,0
L103604,Customer_03604,Hospitality,United Kingdom,Cold Call,8952.88,1-10,Grace Lee,Proposal Sent,0.0,19,33,58,2025-10-14,2025-07-20,0,0
L103605,Customer_03605,Finance,United Arab Emirates,Email Campaign,30103.34,11-50,Frank Miller,Contacted,0.0,15,44,65,2025-06-22,2025-01-28,0,0
L103606,Customer_03606,Retail,France,Partner,6487.98,1000+,Henry Chen,New,0.0,10,10,6,2025-10-05,2025-08-28,0,0
L103607,Customer_03607,Real Estate,France,Email Campaign,7915.85,201-500,Frank Miller,Negotiation,0.0,12,11,17,2025-08-04,2025-03-07,0,0
L103608,Customer_03608,Real Estate,Brazil,Website,3712.75,51-200,Emma Brown,Won,0.0,13,31,73,2025-12-23,2025-09-13,0,0
L103609,Customer_03609,Real Estate,United States,Paid Ads,33411.47,1-10,Frank Miller,Lost,0.0,15,47,63,2025-04-27,2024-11-03,0,0
L103610,Customer_03610,Education,Germany,Cold Call,49563.3,501-1000,Carol Davis,Won,45180.39,11,31,19,2025-09-25,2025-06-10,1,0
L103611,Customer_03611,Real Estate,United Kingdom,Partner,4140.14,51-200,Frank Miller,Proposal Sent,0.0,10,22,59,2026-05-09,2025-12-23,0,0
L103612,Customer_03612,Real Estate,France,Partner,7547.41,201-500,Frank Miller,Won,0.0,1,1,3,2024-11-20,2024-10-17,0,0
L103613,Customer_03613,Technology,Australia,Social Media,14028.83,1000+,Emma Brown,Lost,0.0,19,7,78,2026-01-13,2025-12-03,0,0
L103614,Customer_03614,Telecom,United Kingdom,Website,9311.58,201-500,Alice Johnson,New,0.0,11,11,2,2024-12-10,2024-09-01,0,0
L103615,Customer_03615,Manufacturing,France,Paid Ads,13070.06,1000+,Emma Brown,Qualified,0.0,5,10,83,2024-09-25,2024-08-15,0,0
L103616,Customer_03616,Technology,Brazil,Trade Show,12304.02,201-500,Frank Miller,Contacted,0.0,2,35,22,2025-06-15,2025-06-08,0,0
L103617,Customer_03617,Manufacturing,United Arab Emirates,Email Campaign,17770.34,51-200,Bob Smith,Lost,0.0,12,34,25,2025-11-09,2025-08-21,0,0
L103618,Customer_03618,Manufacturing,United States,Partner,6818.02,1000+,Grace Lee,Lost,0.0,15,18,92,2026-02-24,2026-01-08,0,0
L103619,Customer_03619,Technology,India,Partner,15288.59,201-500,Grace Lee,Won,0.0,16,49,81,2025-03-15,2024-11-18,0,0
L103620,Customer_03620,Hospitality,United States,Partner,6116.29,501-1000,Emma Brown,Contacted,0.0,17,19,33,2026-04-18,2026-01-05,0,0
L103621,Customer_03621,Healthcare,Australia,Referral,10013.6,11-50,Henry Chen,Lost,0.0,17,22,18,2025-07-31,2025-04-30,0,0
L103622,Customer_03622,Retail,Japan,Trade Show,3961.09,501-1000,Grace Lee,New,0.0,12,26,10,2025-05-09,2024-12-11,0,0
L103623,Customer_03623,Manufacturing,Brazil,Cold Call,10064.97,201-500,David Wilson,New,0.0,18,28,39,2026-03-22,2026-03-10,0,0
L103624,Customer_03624,Energy,Germany,Website,8947.09,1-10,Henry Chen,Proposal Sent,0.0,1,9,58,2026-08-04,2026-03-16,0,0
L103625,Customer_03625,Telecom,Germany,Cold Call,25861.37,11-50,Henry Chen,Won,0.0,7,15,49,2024-11-15,2024-08-21,0,0
L103626,Customer_03626,Telecom,Brazil,Website,12816.88,1000+,Alice Johnson,Lost,0.0,9,34,89,2024-12-02,2024-07-30,0,0
L103627,Customer_03627,Healthcare,Japan,Website,14555.91,201-500,Henry Chen,Contacted,0.0,13,42,80,2026-04-22,2025-11-26,0,0
L103628,Customer_03628,Energy,Germany,Trade Show,13151.4,501-1000,Alice Johnson,Qualified,0.0,5,21,26,2026-03-27,2026-02-01,0,0
L103629,Customer_03629,Energy,United States,Social Media,3009.78,11-50,David Wilson,Qualified,0.0,5,5,90,2025-05-21,2025-04-08,0,0
L103630,Customer_03630,Manufacturing,Canada,Email Campaign,3301.52,11-50,Henry Chen,New,0.0,18,42,46,2025-10-03,2025-05-21,0,0
L103631,Customer_03631,Education,India,Referral,10688.52,1000+,Frank Miller,Won,0.0,12,29,1,2026-05-10,2026-01-16,0,0
L103632,Customer_03632,Technology,Canada,Partner,16236.09,51-200,Carol Davis,Contacted,0.0,12,21,85,2026-03-18,2026-02-13,0,0
L103633,Customer_03633,Telecom,United Arab Emirates,Trade Show,11334.36,1000+,Frank Miller,New,0.0,3,29,73,2025-07-13,2025-05-26,0,0
L103634,Customer_03634,Hospitality,Japan,Social Media,7296.56,501-1000,Bob Smith,Qualified,0.0,10,41,35,2026-06-03,2026-01-01,0,0
L103635,Customer_03635,Manufacturing,Brazil,Referral,11291.22,51-200,Bob Smith,Negotiation,0.0,8,0,87,2025-09-28,2025-06-20,0,0
L103636,Customer_03636,Education,United States,Website,10625.8,1000+,Henry Chen,Lost,9364.26,12,18,90,2025-08-17,2025-03-06,1,0
L103637,Customer_03637,Manufacturing,Japan,Website,23047.26,501-1000,Alice Johnson,Contacted,27766.15,18,47,95,2026-05-17,2026-01-11,1,0
L103638,Customer_03638,Technology,Brazil,Website,22161.55,1-10,Henry Chen,New,0.0,5,15,91,2025-07-05,2025-05-29,0,0
L103639,Customer_03639,Real Estate,France,Paid Ads,9068.93,1-10,David Wilson,Lost,0.0,16,48,26,2024-09-04,2024-07-29,0,0
L103640,Customer_03640,Telecom,Australia,Cold Call,12900.91,1-10,Alice Johnson,Proposal Sent,0.0,12,14,55,2025-12-13,2025-06-23,0,0
L103641,Customer_03641,Hospitality,Japan,Trade Show,16209.28,501-1000,Grace Lee,Qualified,0.0,9,23,17,2026-08-20,2026-04-09,0,0
L103642,Customer_03642,Hospitality,United Arab Emirates,Paid Ads,17984.24,1-10,Alice Johnson,New,20866.3,19,3,68,2025-05-17,2025-01-30,1,0
L103643,Customer_03643,Manufacturing,Australia,Paid Ads,42481.27,11-50,Carol Davis,Lost,0.0,2,36,49,2025-12-30,2025-08-31,0,0
L103644,Customer_03644,Hospitality,United States,Cold Call,13099.07,51-200,Bob Smith,Negotiation,0.0,13,11,87,2025-04-27,2025-02-12,0,0
L103645,Customer_03645,Education,India,Email Campaign,30276.33,1-10,Grace Lee,Contacted,0.0,7,42,90,2026-08-23,2026-06-28,0,0
L103646,Customer_03646,Real Estate,India,Email Campaign,5930.96,11-50,David Wilson,New,0.0,13,6,31,2025-07-14,2025-02-16,0,0
L103647,Customer_03647,Real Estate,United States,Website,8549.5,501-1000,Frank Miller,New,0.0,2,5,31,2025-08-17,2025-03-09,0,0
L103648,Customer_03648,Hospitality,Japan,Partner,2995.67,1000+,Alice Johnson,Contacted,0.0,14,23,3,2026-12-28,2026-07-18,0,0
L103649,Customer_03649,Telecom,Germany,Social Media,14852.37,51-200,Frank Miller,New,0.0,1,4,50,2026-01-04,2025-08-17,0,0
L103650,Customer_03650,Finance,Japan,Cold Call,21020.78,501-1000,Frank Miller,Contacted,0.0,6,16,38,2026-01-14,2025-08-11,0,0
L103651,Customer_03651,Technology,Australia,Social Media,2233.29,201-500,Carol Davis,New,0.0,18,34,99,2025-09-08,2025-06-07,0,0
L103652,Customer_03652,Manufacturing,France,Trade Show,15241.85,51-200,Henry Chen,Qualified,0.0,12,25,81,2025-06-22,2025-04-27,0,0
L103653,Customer_03653,Education,United States,Website,20393.01,201-500,David Wilson,Qualified,0.0,9,27,45,2025-03-12,2025-02-26,0,0
L103654,Customer_03654,Real Estate,United States,Trade Show,19595.72,1000+,Frank Miller,Qualified,0.0,6,4,56,2024-11-16,2024-09-22,0,0
L103655,Customer_03655,Manufacturing,Brazil,Partner,5784.27,1-10,Bob Smith,Won,0.0,1,33,62,2025-03-29,2025-01-09,0,0
L103656,Customer_03656,Education,France,Trade Show,22952.54,201-500,Henry Chen,Contacted,0.0,2,4,90,2025-12-21,2025-12-06,0,0
L103657,Customer_03657,Hospitality,Japan,Social Media,13447.02,1-10,Bob Smith,Lost,0.0,14,28,99,2024-10-12,2024-08-14,0,0
L103658,Customer_03658,Retail,Germany,Website,20205.83,1000+,Frank Miller,Lost,0.0,5,39,41,2026-01-19,2025-08-05,0,0
L103659,Customer_03659,Manufacturing,United Arab Emirates,Trade Show,12233.09,201-500,Alice Johnson,Lost,0.0,1,36,36,2024-12-14,2024-10-28,0,0
L103660,Customer_03660,Education,United Arab Emirates,Partner,17443.57,1-10,Alice Johnson,New,0.0,8,17,71,2025-10-09,2025-07-31,0,0
L103661,Customer_03661,Manufacturing,United Kingdom,Email Campaign,29041.03,201-500,Bob Smith,Contacted,0.0,7,7,27,2026-03-21,2025-11-26,0,0
L103662,Customer_03662,Hospitality,India,Social Media,11581.73,51-200,Henry Chen,Negotiation,7475.64,19,41,14,2025-07-17,2025-02-08,1,0
L103663,Customer_03663,Hospitality,United Arab Emirates,Social Media,16299.23,1-10,Bob Smith,New,0.0,4,10,28,2025-07-20,2025-02-05,0,0
L103664,Customer_03664,Education,France,Website,32043.13,1000+,Henry Chen,New,0.0,5,24,31,2026-09-16,2026-04-23,0,0
L103665,Customer_03665,Manufacturing,United States,Cold Call,12170.12,51-200,Emma Brown,New,0.0,3,11,61,2026-06-21,2026-05-26,0,0
L103666,Customer_03666,Education,Japan,Partner,6076.73,1-10,Alice Johnson,Proposal Sent,0.0,3,1,73,2025-02-02,2025-01-13,0,0
L103667,Customer_03667,Finance,Canada,Paid Ads,21444.64,201-500,David Wilson,Won,0.0,10,20,16,2026-08-23,2026-04-12,0,0
L103668,Customer_03668,Manufacturing,United States,Cold Call,36476.17,51-200,David Wilson,Contacted,0.0,4,27,4,2026-01-25,2025-08-19,0,0
L103669,Customer_03669,Healthcare,Japan,Email Campaign,32930.3,201-500,Carol Davis,Lost,32627.78,14,37,16,2025-12-08,2025-08-19,1,0
L103670,Customer_03670,Finance,India,Paid Ads,22037.29,1-10,Emma Brown,Won,0.0,16,36,91,2026-02-14,2025-09-03,0,0
L103671,Customer_03671,Technology,United States,Referral,2589.16,501-1000,Grace Lee,New,0.0,9,41,26,2025-12-17,2025-08-19,0,0
L103672,Customer_03672,Education,Germany,Cold Call,8560.53,51-200,Henry Chen,Qualified,0.0,4,40,52,2024-10-27,2024-08-25,0,0
L103673,Customer_03673,Technology,United States,Website,8873.1,51-200,Emma Brown,New,0.0,16,20,54,2025-12-15,2025-07-16,0,0
L103674,Customer_03674,Real Estate,United Arab Emirates,Referral,13785.99,501-1000,Henry Chen,Lost,0.0,19,17,27,2025-03-10,2024-10-25,0,0
L103675,Customer_03675,Manufacturing,United States,Trade Show,43555.24,201-500,Henry Chen,Won,0.0,18,30,84,2025-10-14,2025-08-08,0,0
L103676,Customer_03676,Retail,Brazil,Cold Call,6270.56,1-10,Alice Johnson,Negotiation,6668.3,18,23,6,2025-11-24,2025-08-10,1,0
L103677,Customer_03677,Telecom,Australia,Paid Ads,64186.07,201-500,Frank Miller,Negotiation,0.0,16,14,52,2025-07-21,2025-04-08,0,0
L103678,Customer_03678,Education,Australia,Paid Ads,10222.75,201-500,Grace Lee,Contacted,0.0,14,1,41,2026-02-17,2026-01-31,0,0
L103679,Customer_03679,Telecom,Japan,Paid Ads,7810.07,11-50,Alice Johnson,Lost,0.0,19,23,78,2024-10-11,2024-08-23,0,0
L103680,Customer_03680,Telecom,Japan,Trade Show,24140.43,11-50,Emma Brown,Lost,0.0,6,23,19,2024-10-19,2024-09-08,0,0
L103681,Customer_03681,Technology,United Kingdom,Trade Show,25514.78,1-10,Henry Chen,Won,16790.64,18,47,95,2026-05-06,2026-03-16,1,0
L103682,Customer_03682,Healthcare,United States,Social Media,21056.46,1000+,Carol Davis,Qualified,0.0,0,40,79,2026-07-07,2026-04-04,0,0
L103683,Customer_03683,Education,United Kingdom,Paid Ads,7796.12,1-10,Grace Lee,New,0.0,16,13,74,2026-02-02,2025-11-02,0,0
L103684,Customer_03684,Hospitality,India,Website,18985.29,201-500,Henry Chen,New,0.0,6,5,49,2026-08-05,2026-03-04,0,0
L103685,Customer_03685,Finance,Australia,Trade Show,6480.22,1000+,Frank Miller,New,0.0,5,39,64,2026-05-28,2026-05-27,0,0
L103686,Customer_03686,Finance,United States,Referral,7645.92,51-200,Frank Miller,Proposal Sent,0.0,13,24,20,2025-05-04,2024-12-07,0,0
L103687,Customer_03687,Hospitality,Germany,Cold Call,12501.34,11-50,Emma Brown,Won,0.0,3,2,0,2026-04-10,2026-02-25,0,0
L103688,Customer_03688,Hospitality,Australia,Cold Call,7525.3,501-1000,David Wilson,Lost,0.0,19,37,74,2025-12-26,2025-10-24,0,0
L103689,Customer_03689,Finance,Brazil,Social Media,27915.12,201-500,David Wilson,New,0.0,14,17,44,2024-08-26,2024-07-30,0,0
L103690,Customer_03690,Manufacturing,France,Partner,8913.15,1-10,Emma Brown,Contacted,0.0,0,8,35,2025-10-04,2025-10-02,0,0
L103691,Customer_03691,Real Estate,United Arab Emirates,Website,11449.26,201-500,David Wilson,New,0.0,16,32,26,2026-07-13,2026-06-22,0,0
L103692,Customer_03692,Finance,United Arab Emirates,Social Media,7214.59,1-10,Grace Lee,Lost,0.0,2,39,62,2026-03-05,2026-01-24,0,0
L103693,Customer_03693,Retail,Brazil,Referral,27620.87,51-200,Grace Lee,Won,34802.48,16,38,51,2026-04-25,2026-02-15,1,0
L103694,Customer_03694,Retail,Canada,Website,8380.9,11-50,Carol Davis,Qualified,0.0,16,13,67,2025-08-05,2025-06-10,0,0
L103695,Customer_03695,Real Estate,Japan,Email Campaign,29715.02,1000+,Emma Brown,Proposal Sent,0.0,12,29,95,2025-09-30,2025-09-12,0,0
L103696,Customer_03696,Retail,Brazil,Social Media,28225.48,1000+,Bob Smith,Proposal Sent,0.0,12,23,83,2026-07-24,2026-05-25,0,0
L103697,Customer_03697,Manufacturing,Australia,Referral,9777.52,501-1000,Bob Smith,Contacted,0.0,16,43,32,2026-01-15,2025-12-19,0,0
L103698,Customer_03698,Healthcare,Canada,Email Campaign,13640.08,501-1000,Carol Davis,New,15488.31,17,9,24,2025-12-14,2025-08-13,1,0
L103699,Customer_03699,Telecom,Japan,Paid Ads,9589.31,1-10,Alice Johnson,Contacted,0.0,14,41,16,2025-10-15,2025-06-17,0,0
L103700,Customer_03700,Finance,Australia,Cold Call,19574.94,1-10,Grace Lee,Contacted,0.0,3,17,56,2025-09-30,2025-09-19,0,0
L103701,Customer_03701,Healthcare,United Kingdom,Paid Ads,11659.42,501-1000,Bob Smith,Proposal Sent,0.0,13,30,82,2024-11-21,2024-07-27,0,0
L103702,Customer_03702,Healthcare,United Arab Emirates,Partner,9974.26,51-200,Carol Davis,Contacted,0.0,4,25,25,2026-01-06,2025-07-27,0,0
L103703,Customer_03703,Hospitality,United States,Cold Call,13798.64,201-500,Carol Davis,Won,0.0,0,17,99,2025-08-11,2025-02-22,0,0
L103704,Customer_03704,Hospitality,India,Social Media,4413.61,501-1000,Bob Smith,Proposal Sent,0.0,3,11,42,2025-06-08,2025-05-29,0,0
L103705,Customer_03705,Education,India,Trade Show,12668.91,51-200,Carol Davis,Proposal Sent,0.0,9,18,78,2026-03-11,2025-09-27,0,0
L103706,Customer_03706,Finance,Australia,Email Campaign,21051.53,501-1000,Frank Miller,Lost,0.0,19,30,29,2026-09-11,2026-06-30,0,0
L103707,Customer_03707,Telecom,United States,Email Campaign,14715.23,501-1000,Henry Chen,Contacted,0.0,0,30,13,2025-08-13,2025-03-09,0,0
L103708,Customer_03708,Manufacturing,Canada,Cold Call,26008.0,11-50,Bob Smith,Negotiation,0.0,1,31,51,2024-12-06,2024-10-31,0,0
L103709,Customer_03709,Energy,Japan,Referral,10258.8,501-1000,Bob Smith,New,0.0,1,32,55,2025-02-23,2024-10-22,0,0
L103710,Customer_03710,Retail,Germany,Website,9686.58,11-50,David Wilson,Won,0.0,3,2,47,2025-05-11,2024-12-18,0,0
L103711,Customer_03711,Hospitality,India,Cold Call,6111.19,11-50,Carol Davis,Proposal Sent,0.0,10,19,40,2026-03-22,2026-02-03,0,0
L103712,Customer_03712,Energy,Japan,Partner,10056.54,501-1000,Grace Lee,Contacted,0.0,16,15,64,2026-01-04,2025-08-25,0,0
L103713,Customer_03713,Healthcare,United Arab Emirates,Referral,52898.21,1000+,Bob Smith,New,0.0,0,19,63,2025-03-16,2025-02-12,0,0
L103714,Customer_03714,Telecom,Australia,Referral,16201.84,1-10,David Wilson,Negotiation,0.0,16,19,15,2025-06-08,2025-02-01,0,0
L103715,Customer_03715,Healthcare,France,Cold Call,8867.29,201-500,Emma Brown,Negotiation,10864.36,18,8,66,2025-10-15,2025-04-28,1,0
L103716,Customer_03716,Retail,India,Social Media,6605.78,201-500,David Wilson,Negotiation,0.0,1,48,33,2026-08-07,2026-06-15,0,0
L103717,Customer_03717,Healthcare,Canada,Referral,4363.49,201-500,Emma Brown,Qualified,0.0,9,0,80,2025-07-22,2025-01-31,0,0
L103718,Customer_03718,Real Estate,India,Referral,7470.55,501-1000,Grace Lee,Negotiation,0.0,16,29,49,2025-10-01,2025-06-03,0,0
L103719,Customer_03719,Healthcare,Brazil,Website,22729.88,1-10,Emma Brown,Proposal Sent,0.0,13,23,24,2026-08-18,2026-05-20,0,0
L103720,Customer_03720,Real Estate,Brazil,Cold Call,9907.8,501-1000,David Wilson,Contacted,0.0,3,35,18,2025-08-19,2025-06-22,0,0
L103721,Customer_03721,Education,Germany,Referral,6831.36,11-50,Henry Chen,Proposal Sent,0.0,2,41,96,2025-05-09,2025-01-31,0,0
L103722,Customer_03722,Telecom,Brazil,Partner,7378.1,1-10,Henry Chen,Proposal Sent,0.0,8,32,71,2025-03-02,2024-09-06,0,0
L103723,Customer_03723,Hospitality,Australia,Paid Ads,21049.59,51-200,Henry Chen,Won,0.0,16,38,21,2024-12-22,2024-12-22,0,0
L103724,Customer_03724,Technology,United Arab Emirates,Cold Call,12620.98,1-10,Alice Johnson,Qualified,10142.06,18,13,50,2026-06-14,2026-01-10,1,0
L103725,Customer_03725,Hospitality,India,Website,8612.39,201-500,Grace Lee,Qualified,0.0,9,49,12,2025-04-01,2025-03-06,0,0
L103726,Customer_03726,Finance,Japan,Website,10765.78,201-500,Henry Chen,Lost,0.0,10,4,83,2025-08-19,2025-03-15,0,0
L103727,Customer_03727,Education,United Arab Emirates,Cold Call,62574.82,201-500,Grace Lee,Lost,0.0,11,33,82,2026-06-05,2026-02-27,0,0
L103728,Customer_03728,Retail,United Arab Emirates,Email Campaign,31374.04,1-10,Frank Miller,Contacted,0.0,9,7,80,2025-05-02,2024-11-22,0,0
L103729,Customer_03729,Real Estate,Brazil,Social Media,37348.12,501-1000,Carol Davis,Lost,0.0,12,11,46,2026-04-26,2026-03-25,0,0
L103730,Customer_03730,Telecom,Australia,Cold Call,3918.75,1-10,Frank Miller,New,0.0,5,41,16,2025-01-27,2025-01-19,0,0
L103731,Customer_03731,Energy,United Kingdom,Cold Call,12018.81,11-50,Emma Brown,Won,0.0,10,33,49,2025-04-23,2025-01-27,0,0
L103732,Customer_03732,Manufacturing,France,Cold Call,8507.03,51-200,Grace Lee,New,0.0,12,31,51,2025-01-05,2024-08-18,0,0
L103733,Customer_03733,Hospitality,Canada,Social Media,19549.17,501-1000,Carol Davis,Qualified,0.0,11,41,31,2025-08-25,2025-04-04,0,0
L103734,Customer_03734,Retail,Brazil,Trade Show,28053.39,51-200,Frank Miller,Lost,0.0,19,13,37,2026-10-13,2026-05-29,0,0
L103735,Customer_03735,Healthcare,Australia,Website,16789.32,501-1000,Grace Lee,New,0.0,14,32,4,2024-12-23,2024-08-01,0,0
L103736,Customer_03736,Retail,Canada,Email Campaign,7253.73,1000+,Grace Lee,Won,0.0,14,10,52,2026-03-02,2025-10-14,0,0
L103737,Customer_03737,Education,United Kingdom,Trade Show,8410.96,501-1000,Bob Smith,Qualified,0.0,16,24,19,2026-01-25,2025-08-23,0,0
L103738,Customer_03738,Real Estate,Brazil,Trade Show,20627.9,1-10,Grace Lee,New,0.0,10,20,84,2024-11-24,2024-10-25,0,0
L103739,Customer_03739,Energy,Canada,Social Media,22115.88,501-1000,Bob Smith,Lost,0.0,6,30,76,2026-03-17,2026-02-03,0,0
L103740,Customer_03740,Healthcare,United States,Social Media,14745.11,11-50,Henry Chen,Proposal Sent,0.0,10,3,60,2025-03-24,2025-03-24,0,0
L103741,Customer_03741,Retail,Germany,Trade Show,14630.35,1000+,Alice Johnson,Lost,0.0,18,1,22,2025-03-23,2025-01-05,0,0
L103742,Customer_03742,Hospitality,Japan,Email Campaign,13836.78,1000+,Bob Smith,Won,0.0,17,1,66,2025-08-15,2025-06-29,0,0
L103743,Customer_03743,Manufacturing,United Kingdom,Social Media,16128.89,1-10,Emma Brown,New,0.0,7,13,99,2025-05-12,2025-01-20,0,0
L103744,Customer_03744,Healthcare,Canada,Cold Call,22052.31,1-10,Emma Brown,Contacted,0.0,9,28,63,2025-05-25,2025-02-15,0,0
L103745,Customer_03745,Hospitality,Australia,Email Campaign,20766.91,501-1000,Frank Miller,Contacted,0.0,5,7,78,2025-10-16,2025-07-04,0,0
L103746,Customer_03746,Manufacturing,United States,Website,13582.12,1-10,David Wilson,Proposal Sent,0.0,0,49,90,2026-09-10,2026-05-15,0,0
L103747,Customer_03747,Hospitality,United Kingdom,Cold Call,12908.81,1000+,Alice Johnson,New,0.0,6,20,84,2025-07-20,2025-01-22,0,0
L103748,Customer_03748,Hospitality,United Arab Emirates,Referral,12567.77,201-500,Emma Brown,Qualified,0.0,2,15,16,2025-01-09,2024-12-21,0,0
L103749,Customer_03749,Hospitality,Australia,Referral,7736.99,201-500,Emma Brown,Won,0.0,7,44,87,2026-01-24,2025-12-06,0,0
L103750,Customer_03750,Education,Germany,Email Campaign,7668.53,1000+,Emma Brown,New,0.0,1,8,76,2025-02-13,2024-11-30,0,0
L103751,Customer_03751,Telecom,United Kingdom,Social Media,19550.76,11-50,David Wilson,Negotiation,0.0,6,9,71,2026-02-25,2026-02-13,0,0
L103752,Customer_03752,Hospitality,Canada,Paid Ads,8111.12,201-500,Henry Chen,Qualified,0.0,14,19,22,2026-08-12,2026-03-18,0,0
L103753,Customer_03753,Healthcare,Brazil,Website,23617.75,1000+,Grace Lee,New,0.0,16,3,46,2026-06-27,2026-04-19,0,0
